head,relation,tail
2496,0,6071
6756,4,3183
3110,2,631
6901,4,5917
1331,1,2713
6310,4,37
441,3,6520
1854,1,2880
417,3,6663
488,3,6456
2193,1,2917
2249,1,2712
512,3,6669
204,3,6860
267,3,6766
566,3,6412
2917,2,523
279,3,6766
178,3,6398
1698,0,7208
2880,2,496
6395,4,5917
2579,0,3596
6305,4,37
272,3,6578
2579,0,4930
2610,1,3064
2579,0,3723
2898,2,337
573,3,6180
1052,0,7499
616,3,6671
1223,0,6070
614,3,6942
849,1,2979
395,3,6171
303,3,6231
6281,4,6087
2579,0,5734
2579,0,3947
1742,1,2942
2473,1,3059
258,3,6219
474,3,6290
6521,4,7109
110,3,6576
1336,0,7
234,3,6257
336,3,6576
1120,1,2907
2579,0,3789
2855,2,166
746,0,3334
6222,4,71
2881,2,451
6278,4,6037
1762,1,2880
1700,1,3064
2579,0,4502
647,3,6738
489,3,6528
168,3,6213
2102,0,7493
2579,0,5652
2599,0,3259
204,3,6521
2579,0,3715
491,3,6495
1651,0,7086
2579,0,3738
494,3,6206
2546,0,7366
467,3,6601
1665,1,3064
474,3,6898
1758,0,7245
2579,0,4862
2579,0,3416
619,3,6484
2579,0,4766
295,3,6456
6174,4,6037
2579,0,3938
485,3,6606
359,3,6390
126,3,6559
178,3,6659
1372,0,42
6894,4,3156
1825,1,2880
6180,4,3163
647,3,6377
1974,0,7255
519,3,6649
2579,0,4556
3030,2,397
212,3,6185
812,1,2847
1723,0,3176
1125,0,3160
485,3,6265
392,3,6897
6786,4,5917
555,3,6866
2579,0,3484
306,3,6966
6626,4,84
497,3,6610
2227,1,3064
6955,4,7083
2870,2,494
2579,0,4318
2365,1,3064
1462,0,5990
2579,0,5144
1166,1,2942
3041,2,95
1903,1,2882
1185,0,3265
2222,1,3105
6391,4,5917
1074,0,7189
2135,0,7258
693,1,2957
2848,2,449
6635,4,5941
467,3,6525
2579,0,5565
2891,2,386
117,3,6846
479,3,6196
1892,1,2894
296,3,6530
3064,2,560
6487,4,3244
234,3,6287
219,3,6598
2072,1,3092
164,3,6963
1711,0,6101
2793,2,555
199,3,6444
1724,1,2699
2670,1,2942
457,3,6502
6170,4,5941
6669,4,7108
647,3,6929
6305,4,3183
491,3,6280
712,0,3340
222,3,6378
1633,0,6113
2199,1,3011
207,3,6508
104,3,6944
343,3,6876
1675,1,3092
2341,0,7379
383,3,6203
6685,4,3223
164,3,6290
2579,0,3917
658,3,6970
491,3,6697
616,3,6634
2579,0,5352
6969,4,6139
3053,2,537
3047,2,234
2579,0,3655
2579,0,4767
2579,0,4792
1616,1,2979
2626,0,7090
2579,0,4204
984,1,3062
2692,2,520
1474,0,7364
496,3,6258
6278,4,54
2828,2,295
929,0,6973
1646,0,3317
6914,4,3183
1045,1,3054
2579,0,5055
516,3,6856
2579,0,5339
2579,0,5229
2344,1,2894
2579,0,5457
2838,2,533
278,3,6269
1963,1,2735
479,3,6271
713,0,7191
2579,0,3668
1374,1,2886
960,1,2965
148,3,6738
427,3,6593
306,3,6265
442,3,6482
287,3,6919
620,3,6479
556,3,6482
6889,4,7109
2579,0,3843
1653,1,3087
657,3,6892
1114,0,7462
276,3,6338
2000,1,3087
2635,0,3255
578,3,6640
1178,0,6996
2848,2,282
2579,0,5358
589,3,6483
278,3,6767
467,3,6344
2579,0,5110
2579,0,5399
1390,0,7157
6539,4,3228
155,3,6713
2579,0,5378
935,1,2887
2579,0,4084
2327,1,2955
2093,0,7160
626,3,6333
2300,0,7475
2579,0,5456
1087,0,7422
415,3,6760
2456,0,6071
837,0,25
2542,1,3100
768,0,3174
559,3,6746
2510,0,3124
2538,1,3000
641,3,6637
626,3,6312
1327,1,3087
2579,0,5747
2579,0,3680
922,1,3112
183,3,6601
578,3,6299
1963,0,24
647,3,6944
489,3,6433
376,3,6184
650,3,6269
2916,2,219
419,3,6363
2396,1,2699
105,3,6286
411,3,6485
535,3,6702
128,3,6918
258,3,6185
573,3,6963
212,3,6617
1030,0,6141
1541,1,2979
2579,0,5445
2274,0,6075
504,3,6298
1040,0,6015
2156,1,2842
636,3,6430
2579,0,4197
2722,2,174
6567,4,3162
2143,1,2859
3032,2,124
570,3,6436
437,3,6362
267,3,6764
6315,4,3228
204,3,6865
530,3,6292
2579,0,5112
409,3,6290
2651,1,3100
131,3,6758
248,3,6482
2779,2,332
1169,1,2692
1357,0,35
2579,0,3524
601,3,6322
178,3,6552
6682,4,54
655,3,6549
1526,1,3064
633,3,6642
2579,0,5443
2848,2,299
1975,0,7319
359,3,6637
337,3,6595
1588,0,16
321,3,6185
2579,0,5113
1687,0,3177
626,3,6588
1316,1,3112
718,0,3339
852,1,2735
494,3,6349
3047,2,534
6593,4,3244
2075,0,3188
1210,0,3265
391,3,6605
479,3,6586
6522,4,54
2848,2,290
494,3,6307
524,3,6283
2579,0,5038
1271,0,3206
548,3,6923
634,3,6530
6583,4,47
2579,0,4091
1142,0,5902
6424,4,6090
1617,0,3409
1301,0,6145
6290,4,71
374,3,6464
6505,4,7106
882,0,7018
2760,2,186
958,0,3264
494,3,6641
451,3,6615
2579,0,4369
1003,0,6096
413,3,6956
6386,4,7108
1727,0,7293
3077,2,245
2579,0,3480
195,3,6681
2575,1,3105
214,3,6359
2579,0,4622
1150,0,5902
2579,0,5475
2579,0,3420
486,3,6635
166,3,6360
2068,0,6093
2579,0,3577
650,3,6341
593,3,6287
2381,0,7399
774,1,2923
6494,4,7118
298,3,6208
2579,0,5225
230,3,6479
1683,0,7182
110,3,6765
2513,0,3124
466,3,6601
215,3,6452
410,3,6584
2848,2,534
1691,0,3376
839,0,6106
230,3,6734
358,3,6453
2847,2,408
2359,1,2856
1294,1,2856
2579,0,5802
1966,0,24
2579,0,5646
2579,0,3452
2579,0,3922
6561,4,54
382,3,6697
1340,1,2894
2504,1,3092
1081,0,7269
2637,0,7417
380,3,6510
2163,1,2942
325,3,6923
359,3,6591
291,3,6860
243,3,6292
107,3,6479
2869,2,535
178,3,6469
1143,1,3038
2159,1,3046
6698,4,7106
6239,4,54
409,3,6690
133,3,6482
2182,1,2979
2331,0,7367
1618,1,2979
2453,0,7388
2848,2,285
6282,4,6037
6603,4,3145
2579,0,5195
6677,4,54
401,3,6743
2579,0,3593
6511,4,7109
786,1,3105
215,3,6661
6946,4,6139
514,3,6319
476,3,6677
390,3,6509
1072,0,6068
6336,4,6086
474,3,6177
618,3,6964
624,3,6284
626,3,6857
647,3,6222
6535,4,3228
2037,0,7234
153,3,6466
443,3,6797
893,1,3092
944,1,2979
2425,0,7117
1995,0,3384
131,3,6411
2579,0,3750
2579,0,3487
181,3,6457
2432,0,5893
577,3,6730
2329,0,5926
931,0,6998
337,3,6661
2982,2,401
321,3,6482
2579,0,4669
403,3,6371
2661,1,3087
1066,0,3360
2445,0,7292
2491,0,7210
2529,1,3028
194,3,6956
174,3,6765
2579,0,5159
2579,0,3629
1894,1,2880
2295,1,2795
2013,0,7230
6669,4,6037
589,3,6284
2709,2,408
2586,0,3381
1317,1,3064
1770,1,2880
2886,2,494
486,3,6742
206,3,6676
3039,2,331
503,3,6618
1837,1,2923
391,3,6564
1773,1,2894
624,3,6649
1991,1,3056
2296,1,2735
1558,1,2979
1829,1,2880
2579,0,5293
1388,1,3087
6344,4,6086
508,3,6556
1964,1,2735
3019,2,625
6499,4,7108
495,3,6273
6396,4,71
2579,0,5483
2634,0,3241
501,3,6701
2219,1,2942
221,3,6561
270,3,6565
2579,0,5153
254,3,6347
6501,4,5918
3076,2,202
2318,0,5937
2579,0,5446
987,1,3062
390,3,6502
1826,1,2880
2847,2,624
2579,0,4209
359,3,6634
2579,0,5264
580,3,6338
808,0,3299
1581,0,39
625,3,6321
790,1,2929
1156,1,2704
194,3,6598
2579,0,4404
639,3,6432
460,3,6496
896,1,2871
6223,4,54
2988,2,216
2461,1,3092
387,3,6837
2579,0,5047
485,3,6694
339,3,6490
6403,4,21
2579,0,3652
570,3,6376
592,3,6533
306,3,6853
2089,1,2882
527,3,6652
2476,1,2916
2106,0,5930
485,3,6433
2579,0,5634
489,3,6799
212,3,6490
2376,0,7216
233,3,6323
1517,1,2856
2579,0,4229
6513,4,3244
2991,2,149
175,3,6632
1741,0,6009
2579,0,3595
2579,0,4706
417,3,6800
2579,0,4178
6351,4,6016
334,3,6360
932,0,3191
2603,0,7225
554,3,6743
2490,0,7334
2709,2,386
1241,1,2864
374,3,6555
1898,1,2894
804,0,6132
2579,0,4211
2876,2,94
2579,0,5820
588,3,6195
6280,4,6037
633,3,6901
2579,0,4597
2579,0,4603
451,3,6782
2579,0,3548
486,3,6632
3001,2,208
533,3,6482
2579,0,4115
2579,0,4355
2579,0,4278
6682,4,7109
1075,0,6980
272,3,6577
1426,1,2894
973,0,3264
2870,2,535
1592,0,7188
2944,2,436
240,3,6474
2667,1,2735
623,3,6664
1257,1,2871
2757,2,608
98,3,6485
358,3,6213
119,3,6578
1161,1,3062
336,3,6577
1572,1,2959
2426,1,3087
252,3,6387
989,1,3062
226,3,6599
2579,0,5543
776,0,3379
2679,0,7462
168,3,6725
2579,0,4601
634,3,6534
2847,2,386
616,3,6706
201,3,6322
2579,0,4937
441,3,6505
414,3,6598
1668,1,2713
3048,2,240
2579,0,3483
325,3,6224
2579,0,5515
337,3,6941
484,3,6286
277,3,6338
2579,0,3967
3049,2,408
1810,0,5968
2579,0,3740
616,3,6618
359,3,6950
199,3,6353
6937,4,54
508,3,6263
504,3,6774
2579,0,4936
6729,4,47
1596,0,7006
2579,0,5299
442,3,6649
295,3,6695
276,3,6765
2121,0,662
1623,0,7139
722,1,3092
479,3,6197
1165,1,2704
6226,4,71
6401,4,21
759,1,3064
157,3,6970
2910,2,396
593,3,6926
892,0,7275
1668,0,3239
2579,0,5010
2579,0,3835
2796,2,250
6575,4,3162
589,3,6479
850,1,3067
258,3,6941
1852,1,2873
485,3,6910
396,3,6927
2579,0,5427
1108,1,2979
1971,1,2847
2274,0,6074
1472,0,7364
1976,0,5910
2977,2,588
334,3,6521
136,3,6894
2777,2,408
2243,0,7364
476,3,6490
148,3,6914
1682,0,7182
1705,1,2883
158,3,6505
2579,0,4561
2692,2,446
6595,4,3244
2027,1,2916
2891,2,95
1152,0,5904
6902,4,3244
2579,0,5396
181,3,6914
625,3,6351
2579,0,3815
416,3,6438
2579,0,5854
497,3,6254
2374,0,7471
146,3,6935
104,3,6649
296,3,6584
541,3,6483
2579,0,5781
1821,0,5968
178,3,6549
592,3,6715
161,3,6492
441,3,6707
1088,0,3273
2579,0,3912
964,1,3062
2919,2,631
3023,2,260
306,3,6903
2170,0,7131
2054,0,3329
3047,2,118
306,3,6589
2393,1,3056
1468,0,7364
564,3,6649
6534,4,3244
629,3,6367
2579,0,3976
6786,4,3244
2579,0,5510
335,3,6577
2848,2,322
505,3,6302
418,3,6509
6378,4,5917
585,3,6301
795,0,7409
2579,0,3598
340,3,6935
359,3,6635
352,3,6319
6545,4,3244
6952,4,6030
1075,1,3060
1609,0,7444
1228,1,2856
379,3,6612
2579,0,4314
629,3,6430
6918,4,5918
649,3,6470
1033,1,3011
2788,2,94
2665,0,3115
2242,1,2880
151,3,6578
328,3,6689
2579,0,4796
586,3,6659
2183,1,2923
618,3,6611
6675,4,54
626,3,6589
751,0,7171
2579,0,5523
1899,1,2894
2822,2,652
580,3,6526
6906,4,54
516,3,6857
493,3,6387
2579,0,3438
1085,1,3064
528,3,6483
1403,0,6005
528,3,6439
6830,4,6030
1439,0,6005
485,3,6800
216,3,6378
417,3,6808
268,3,6434
3086,2,247
2579,0,4410
2579,0,3919
6229,4,48
1932,0,5988
1282,0,7360
409,3,6534
2579,0,4732
2291,1,2984
2041,0,59
491,3,6276
2579,0,5041
518,3,6870
117,3,6520
560,3,6320
914,0,7063
2594,0,7098
106,3,6926
199,3,6830
489,3,6850
608,3,6519
1030,1,3088
1176,1,2974
276,3,6268
335,3,6548
287,3,6265
355,3,6853
618,3,6290
2881,2,100
2579,0,4659
184,3,6525
2385,0,7211
508,3,6794
2074,0,3254
2579,0,3455
606,3,6601
1001,1,2735
2579,0,5577
1222,1,2894
634,3,6745
1661,1,3088
2579,0,5890
1667,0,6073
616,3,6498
379,3,6697
330,3,6466
2579,0,5777
2199,1,2883
1598,1,3112
104,3,6285
6225,4,37
409,3,6595
606,3,6532
2337,0,5903
446,3,6933
1176,1,2951
2589,0,3257
6390,4,5917
6967,4,6087
6174,4,6016
1238,1,3064
1644,1,2883
2579,0,5350
2579,0,3486
106,3,6601
2847,2,116
472,3,6765
1729,0,20
212,3,6639
588,3,6551
1785,1,2880
510,3,6344
104,3,6946
620,3,6483
6903,4,6139
593,3,6505
413,3,6942
322,3,6649
2579,0,3695
2083,0,7346
594,3,6826
2579,0,5114
2293,1,3105
6705,4,5905
973,1,2735
143,3,6956
308,3,6875
1093,1,3092
559,3,6312
1242,1,2881
1010,0,3370
417,3,6202
183,3,6509
2441,0,7335
2178,1,3087
2510,1,2873
151,3,6577
2579,0,3954
336,3,6468
2048,1,3064
1098,0,7383
2579,0,3664
6713,4,6089
1918,1,2894
2579,0,4747
2833,2,629
3045,2,251
2579,0,5805
6565,4,7108
278,3,6338
6539,4,3183
421,3,6512
2987,2,332
180,3,6439
2579,0,3669
2579,0,4650
485,3,6634
1698,1,2921
643,3,6285
2579,0,4740
132,3,6554
2590,0,3381
534,3,6747
1736,1,3087
157,3,6401
6395,4,3244
791,0,6097
1004,1,3011
97,3,6812
2407,0,3321
616,3,6961
581,3,6388
455,3,6192
479,3,6419
1477,0,7364
6882,4,6030
161,3,6892
1543,1,3087
767,0,7466
2348,1,2894
491,3,6476
6957,4,6139
321,3,6702
2579,0,4033
6203,4,6037
271,3,6471
783,1,3014
162,3,6768
497,3,6658
626,3,6186
358,3,6358
2579,0,5003
2098,0,7162
152,3,6598
2579,0,4755
2579,0,4680
2579,0,4152
451,3,6317
6747,4,6016
6478,4,3228
1284,0,7397
160,3,6466
513,3,6780
615,3,6956
2848,2,326
208,3,6505
242,3,6944
2561,1,2842
135,3,6285
514,3,6612
2043,1,3064
1366,0,6071
409,3,6419
2579,0,5708
158,3,6323
1987,1,3063
270,3,6188
204,3,6453
619,3,6793
495,3,6632
2336,1,3060
1882,1,2880
243,3,6482
2391,1,3088
359,3,6265
462,3,6592
1830,0,5953
470,3,6808
2172,1,2979
2078,0,7384
529,3,6333
979,1,2735
215,3,6338
1982,0,7423
616,3,6919
1419,0,5999
2343,0,6081
1850,0,5950
2983,2,109
514,3,6172
481,3,6628
633,3,6466
131,3,6944
2622,0,5933
321,3,6635
6536,4,6087
257,3,6735
2579,0,5115
1308,0,7193
605,3,6284
1407,1,2880
2579,0,3772
6549,4,5917
650,3,6709
2848,2,324
200,3,6895
483,3,6289
6774,4,6090
320,3,6939
382,3,6334
189,3,6752
272,3,6340
6380,4,5941
153,3,6849
518,3,6779
3024,2,260
153,3,6177
1651,1,3092
2579,0,5215
607,3,6192
495,3,6937
268,3,6767
2579,0,4746
2579,0,4219
164,3,6530
6720,4,6016
235,3,6899
340,3,6438
132,3,6284
607,3,6783
6685,4,6016
217,3,6765
6905,4,6139
2579,0,4631
2579,0,4259
321,3,6307
2579,0,5695
460,3,6867
203,3,6805
583,3,6599
6893,4,6016
6490,4,3229
2350,1,3011
2847,2,104
608,3,6520
938,1,3038
6676,4,54
626,3,6827
345,3,6690
1697,1,2978
601,3,6551
2579,0,3437
2579,0,5700
2579,0,3457
1042,1,2882
6291,4,6087
2579,0,5361
1986,1,3087
2924,2,340
2789,2,178
1344,1,2979
2579,0,4627
490,3,6476
437,3,6192
497,3,6525
2579,0,3700
157,3,6703
418,3,6845
761,0,52
303,3,6349
457,3,6417
451,3,6188
277,3,6348
1761,0,5992
2006,1,2929
480,3,6796
1981,1,2735
1624,0,7243
3095,2,251
633,3,6213
1818,0,5955
2881,2,635
592,3,6477
6433,4,6090
995,0,3264
2579,0,4572
2579,0,4208
1911,1,2894
1565,1,2871
495,3,6898
568,3,6281
1960,1,3108
359,3,6182
565,3,6508
2909,2,109
1826,0,5942
1478,1,3060
1502,1,2979
2579,0,5134
2579,0,4888
357,3,6935
1687,1,3092
6522,4,7109
277,3,6378
986,0,3264
606,3,6495
1551,1,3112
2579,0,5878
6657,4,6087
453,3,6215
2579,0,3692
1949,1,3000
2449,0,7390
6898,4,3156
453,3,6476
6323,4,3228
6211,4,3163
2913,2,523
595,3,6518
898,1,3064
895,1,3087
580,3,6468
6509,4,54
409,3,6919
527,3,6295
1914,1,3064
1436,1,2894
6525,4,54
409,3,6180
2536,1,2847
624,3,6482
924,0,7058
1796,0,5992
673,1,3092
150,3,6849
6233,4,5917
479,3,6182
687,0,7112
181,3,6649
3056,2,425
152,3,6580
6552,4,3363
2583,0,6997
6228,4,37
2358,0,64
496,3,6356
400,3,6257
166,3,6266
2869,2,498
2235,0,7364
531,3,6894
309,3,6875
153,3,6533
6712,4,6037
466,3,6628
2677,1,2942
2740,2,556
6350,4,7108
6304,4,71
6292,4,71
1932,1,2880
1952,0,7331
417,3,6360
634,3,6180
2924,2,341
2860,2,341
1925,0,5987
2556,0,7250
357,3,6483
2579,0,4689
2579,0,4237
193,3,6759
6693,4,6089
699,0,3261
727,1,3092
2579,0,4083
2573,1,3088
481,3,6727
6372,4,3244
2521,1,2848
217,3,6394
6717,4,3244
556,3,6639
241,3,6439
453,3,6697
2579,0,4216
6703,4,7106
2210,1,2968
2960,2,101
413,3,6240
584,3,6530
601,3,6476
205,3,6717
1840,0,5968
1041,0,6015
6782,4,71
1544,0,3406
2366,1,2923
351,3,6497
584,3,6618
619,3,6749
1444,0,5961
861,0,7341
640,3,6826
1101,0,6008
336,3,6329
3041,2,408
6393,4,6090
6527,4,6139
491,3,6551
2579,0,4880
2079,1,2966
1772,0,5991
527,3,6747
820,0,7364
6625,4,6139
2579,0,3709
453,3,6612
2579,0,4776
2579,0,4748
6362,4,7108
1180,1,3084
2896,2,498
2881,2,126
787,0,5924
1280,1,2856
2870,2,429
1117,0,3179
2896,2,583
1473,1,3060
1207,1,3064
745,1,3092
2579,0,4494
2433,0,3249
612,3,6323
1034,1,3105
2579,0,4148
2518,0,3247
2294,0,7408
619,3,6581
2579,0,3841
1723,1,2997
158,3,6490
1686,1,2883
510,3,6745
1764,1,2880
640,3,6823
1847,1,2880
2446,0,7292
2579,0,4990
240,3,6374
2579,0,4236
2553,0,7250
152,3,6937
1888,0,5970
2717,2,260
6754,4,6087
6797,4,3228
6845,4,6030
706,1,3092
2579,0,3780
978,1,2842
6681,4,5941
6525,4,6139
2847,2,569
338,3,6935
587,3,6888
1287,1,3049
2939,2,540
2579,0,4753
2579,0,3512
934,0,7364
1095,1,2979
555,3,6439
602,3,6507
2935,2,284
2579,0,5101
502,3,6410
178,3,6319
444,3,6956
2206,1,2876
277,3,6201
616,3,6182
6663,4,3228
2891,2,341
159,3,6380
2579,0,4454
272,3,6341
835,1,3112
169,3,6648
2821,2,126
2458,0,6076
104,3,6947
450,3,6723
134,3,6554
1929,1,2873
6170,4,71
752,0,7176
2579,0,4163
1796,1,2894
277,3,6434
1025,1,3007
954,0,3264
6766,4,3223
234,3,6748
1644,0,7114
1846,1,2894
146,3,6942
473,3,6509
1265,1,3088
657,3,6890
2579,0,4397
2023,0,7326
2856,2,122
2579,0,5799
1041,1,3000
417,3,6209
1718,0,39
1471,0,7364
556,3,6285
1589,0,3171
2579,0,5255
1392,0,7127
1404,0,6005
839,1,2871
507,3,6829
1778,0,5990
503,3,6358
6371,4,5917
2579,0,5416
281,3,6923
2579,0,4269
6590,4,3244
399,3,6800
6356,4,3228
2548,0,7366
6716,4,5917
776,1,2849
1059,0,7489
382,3,6507
2377,0,7216
491,3,6610
1858,0,5945
2579,0,4724
6965,4,7108
1409,0,5943
6690,4,3228
3056,2,145
1640,1,2883
533,3,6479
104,3,6673
2587,1,2984
2579,0,3713
987,0,3264
1855,0,6002
2898,2,335
1410,0,5943
965,1,2735
2458,0,6075
2579,0,4337
2579,0,5420
2579,0,5883
1198,0,3265
125,3,6767
455,3,6618
2594,1,3064
616,3,6690
6768,4,7109
2579,0,3895
296,3,6417
1981,0,3240
2579,0,4442
6224,4,71
1220,0,6073
3055,2,133
215,3,6616
587,3,6491
1642,0,6047
1897,1,2873
2579,0,3705
1483,1,3055
443,3,6287
1980,1,2943
379,3,6319
132,3,6358
614,3,6956
2203,0,6157
152,3,6918
6490,4,3362
474,3,6595
2646,0,3381
1893,1,2880
2579,0,4303
155,3,6859
243,3,6479
2579,0,5300
1359,0,3264
353,3,6358
2579,0,4447
2638,0,3296
2579,0,3712
2326,1,2838
149,3,6730
2128,1,3105
1958,0,6147
1710,1,2961
1977,1,2735
359,3,6615
1235,1,2876
1940,0,7413
216,3,6195
180,3,6479
437,3,6611
131,3,6834
845,1,2856
489,3,6904
2579,0,4903
2579,0,3602
583,3,6850
2297,0,6075
159,3,6810
607,3,6281
2584,1,3062
2563,1,2842
2277,0,6071
2579,0,4453
2579,0,3650
486,3,6741
2579,0,3605
2579,0,5177
2579,0,4233
1094,0,7383
6779,4,5917
2579,0,4860
2579,0,3984
2923,2,405
6275,4,3363
568,3,6597
352,3,6368
2847,2,100
2579,0,3864
2184,0,39
990,1,2704
6783,4,7108
502,3,6409
6422,4,3228
226,3,6381
2579,0,4625
2579,0,5026
1157,0,5904
1477,1,3060
2579,0,4392
2579,0,4840
168,3,6511
486,3,6493
470,3,6192
2703,2,120
1911,0,5981
1591,1,3112
2579,0,4119
2579,0,5341
277,3,6339
642,3,6935
174,3,6675
1812,0,5992
634,3,6597
6957,4,7108
1197,1,2951
439,3,6796
2354,1,3064
336,3,6452
6239,4,6087
607,3,6755
454,3,6727
6427,4,3228
429,3,6400
2828,2,630
513,3,6899
858,1,3087
2579,0,4137
2579,0,4352
417,3,6192
204,3,6528
427,3,6594
2579,0,3498
946,1,2838
249,3,6649
235,3,6530
546,3,6828
348,3,6267
6226,4,37
2579,0,4479
391,3,6461
2579,0,3544
2579,0,4385
2107,1,3092
2923,2,550
3046,2,630
2188,0,46
6410,4,6006
1447,0,5961
2260,0,7267
493,3,6357
501,3,6381
6207,4,6037
920,1,3112
642,3,6284
586,3,6214
226,3,6175
2579,0,5087
2484,1,3012
649,3,6948
2579,0,4038
486,3,6390
622,3,6694
2579,0,5318
181,3,6286
6768,4,54
342,3,6469
2372,0,7471
6476,4,7106
6378,4,54
2579,0,4095
2579,0,5076
195,3,6374
1931,0,5974
600,3,6888
148,3,6377
2215,0,7405
6524,4,54
2579,0,4538
519,3,6483
1632,0,7412
2979,2,519
2799,2,609
6380,4,5918
1756,1,2880
2579,0,5044
255,3,6935
1611,0,7445
2766,2,610
1029,1,3092
737,1,3092
140,3,6725
6862,4,6030
131,3,6851
2579,0,4974
2579,0,3658
2579,0,4100
1978,1,2974
2891,2,274
2020,1,3062
199,3,6834
2579,0,4389
437,3,6324
3046,2,639
830,0,7364
1745,1,2856
2092,0,3262
470,3,6901
1998,0,3384
2579,0,3889
1219,1,2698
698,1,3092
1168,1,3027
451,3,6207
1885,1,2880
2831,2,630
633,3,6751
508,3,6564
1760,1,2880
1892,1,2873
2680,0,3345
1206,0,3265
1991,0,3384
581,3,6464
6632,4,3364
559,3,6930
1746,0,6054
6503,4,6016
1749,1,2767
2579,0,5209
2579,0,4396
169,3,6378
345,3,6645
382,3,6765
296,3,6582
3038,2,523
1269,1,2704
2332,0,7389
152,3,6919
2579,0,5600
2058,1,3087
2579,0,4066
1769,0,5986
6890,4,6139
2944,2,435
212,3,6368
417,3,6231
2579,0,4060
104,3,6374
719,0,3352
3049,2,637
1707,1,2979
2579,0,4904
2579,0,3525
2092,1,3064
354,3,6853
2621,0,7330
485,3,6653
2579,0,5234
195,3,6625
2144,0,7261
6477,4,54
573,3,6586
6207,4,5905
457,3,6552
2579,0,4289
2579,0,4697
2214,0,7216
6698,4,6016
2279,1,3087
503,3,6271
320,3,6690
2579,0,4452
681,1,3112
886,0,7025
394,3,6292
2190,1,3049
2579,0,4353
6305,4,3228
1384,1,2951
1730,1,3076
2579,0,5334
185,3,6198
1752,1,2713
1316,0,7020
2502,1,2873
258,3,6338
306,3,6440
2579,0,4470
6177,4,6037
626,3,6856
2448,0,6132
2579,0,5782
863,1,3064
6727,4,48
314,3,6374
483,3,6638
2579,0,5845
1331,0,6051
424,3,6438
2029,1,2916
1457,0,5990
148,3,6504
2363,1,2849
1871,1,2880
268,3,6317
2579,0,3794
2579,0,3996
2701,2,137
2848,2,507
510,3,6469
226,3,6608
6632,4,6037
468,3,6511
378,3,6228
6823,4,6030
2290,1,2848
306,3,6271
2579,0,3727
258,3,6594
2579,0,4324
2579,0,3842
2579,0,5283
1815,1,2880
584,3,6357
2579,0,5767
403,3,6534
241,3,6286
2579,0,4664
641,3,6593
937,0,7389
2579,0,4819
3106,2,530
1986,0,7280
296,3,6652
2849,2,553
2579,0,5639
499,3,6474
1708,0,7122
2808,2,556
1713,0,7207
2628,1,3087
2178,0,7307
1368,0,3396
2275,0,6075
501,3,6297
2500,1,2848
2579,0,4191
6566,4,7108
296,3,6581
2286,1,2963
164,3,6180
900,1,3112
615,3,6601
1461,0,5990
164,3,6739
1183,1,3064
649,3,6241
444,3,6438
1880,1,2880
633,3,6903
1334,1,3087
577,3,6415
362,3,6911
1258,1,2871
181,3,6285
2579,0,4874
611,3,6323
533,3,6554
2355,0,3327
1502,0,6034
1864,0,5967
2848,2,323
164,3,6919
2579,0,4054
3056,2,229
3032,2,125
1195,1,2713
374,3,6563
1681,1,2704
206,3,6869
366,3,6911
6607,4,84
467,3,6476
3106,2,529
135,3,6944
2579,0,4471
410,3,6885
132,3,6479
1955,0,7331
6789,4,5917
494,3,6202
451,3,6771
2579,0,4147
1144,1,2704
2114,1,3087
6762,4,47
2518,1,3088
333,3,6885
1992,0,3384
391,3,6696
491,3,6601
2579,0,5263
2579,0,3449
2180,1,3064
2579,0,4750
485,3,6571
2023,1,2856
1151,0,5904
348,3,6858
634,3,6919
422,3,6594
2750,2,117
946,0,7389
253,3,6346
479,3,6964
2579,0,3896
142,3,6207
374,3,6461
2579,0,5149
2579,0,5349
2197,0,7216
140,3,6913
2875,2,330
634,3,6755
2579,0,5048
1939,1,2832
1639,0,3155
162,3,6889
270,3,6800
573,3,6898
2896,2,584
488,3,6695
3024,2,269
493,3,6779
212,3,6548
2048,0,3357
927,1,3112
2579,0,4649
2579,0,4679
264,3,6766
2579,0,5889
6383,4,7108
1329,1,3087
199,3,6828
2727,2,656
226,3,6576
476,3,6617
6328,4,6087
6706,4,5905
2579,0,5541
404,3,6668
2251,0,3372
469,3,6508
6706,4,6038
2579,0,5160
2797,2,165
2847,2,397
2316,1,3088
2441,1,3080
2835,2,637
2579,0,5379
2497,0,6077
650,3,6348
2604,0,7440
455,3,6634
2984,2,574
2579,0,5240
184,3,6697
642,3,6285
519,3,6479
100,3,6320
2249,0,7364
2579,0,4059
2971,2,337
339,3,6580
249,3,6285
2267,1,2921
3092,2,589
523,3,6747
2027,0,7289
455,3,6196
338,3,6509
1304,1,3065
367,3,6297
2516,1,3100
287,3,6302
2579,0,5039
476,3,6185
2587,0,3381
97,3,6649
2220,0,7364
194,3,6942
335,3,6490
1574,0,659
2250,1,2880
2579,0,3645
2579,0,5321
504,3,6971
2117,1,3092
2579,0,5345
2579,0,3623
793,1,2876
2726,2,656
578,3,6418
1906,1,2880
2236,1,2880
6690,4,6089
2579,0,3684
634,3,6419
207,3,6692
1438,0,6005
2939,2,341
2579,0,4443
2579,0,5100
2579,0,5439
192,3,6552
2579,0,5856
437,3,6921
650,3,6405
2579,0,5320
588,3,6612
6519,4,7106
3049,2,295
335,3,6764
249,3,6963
2282,0,3365
2837,2,116
2579,0,4963
166,3,6307
556,3,6966
